customer_id,first_name,last_name,email,signup_date,city,country,acquisition_channel,is_business_customer
CUST00040,Max,Klein,max.klein40@example.com,2026-04-19,Cologne,DE,affiliate,False
CUST00041,Nina,Wolf,nina.wolf41@example.com,2025-04-11,Hamburg,DE,affiliate,False
CUST00042,Laura,Klein,laura.klein42@example.com,2025-08-31,Munich,DE,paid_social,False
CUST00043,Laura,Meyer,laura.meyer43@example.com,2025-03-02,Munich,DE,direct,False
CUST00044,Laura,Wolf,laura.wolf44@example.com,2026-04-11,Frankfurt,DE,email,False
CUST00045,Vahid,Meyer,vahid.meyer45@example.com,2025-07-14,Frankfurt,DE,paid_social,False
CUST00046,Anna,Neumann,anna.neumann46@example.com,2025-11-18,Hamburg,DE,paid_social,False
CUST00047,Elena,Schmidt,elena.schmidt47@example.com,2025-06-11,Hamburg,DE,affiliate,True
CUST00048,Vahid,Hoffmann,vahid.hoffmann48@example.com,2025-03-11,Vienna,AT,organic,False
CUST00049,Omid,Meyer,omid.meyer49@example.com,2025-09-10,Leipzig,DE,email,False
CUST00050,Mina,Weber,mina.weber50@example.com,2025-11-20,Amsterdam,NL,email,False
CUST00051,Sara,Wagner,sara.wagner51@example.com,2025-09-29,Bremen,DE,paid_social,False
CUST00052,David,Neumann,david.neumann52@example.com,2025-03-16,Hamburg,DE,direct,False
CUST00053,Vahid,Wolf,vahid.wolf53@example.com,2025-03-17,Hannover,DE,paid_search,False
CUST00054,Vahid,Becker,vahid.becker54@example.com,2025-03-12,Amsterdam,NL,paid_search,False
CUST00055,Nina,Wolf,nina.wolf55@example.com,2025-11-06,Leipzig,DE,organic,False
CUST00056,Nina,Schmidt,nina.schmidt56@example.com,2025-11-03,Amsterdam,NL,direct,True
CUST00057,Max,Wolf,max.wolf57@example.com,2025-04-29,Amsterdam,NL,organic,False
CUST00058,Jonas,Weber,jonas.weber58@example.com,2025-08-04,Graz,AT,email,False
CUST00059,Anna,Schmidt,anna.schmidt59@example.com,2026-05-16,Frankfurt,DE,email,False
CUST00060,Jonas,Fischer,jonas.fischer60@example.com,2025-02-15,Hamburg,DE,email,False
CUST00061,Tim,Hoffmann,tim.hoffmann61@example.com,2026-03-29,Hannover,DE,paid_social,True
CUST00062,Anna,Becker,anna.becker62@example.com,2025-06-02,Hannover,DE,paid_social,True
CUST00063,Mina,Becker,mina.becker63@example.com,2025-05-11,Hamburg,DE,direct,False
CUST00064,Jonas,Weber,jonas.weber64@example.com,2025-02-10,Amsterdam,NL,email,False
CUST00065,Elena,Hoffmann,elena.hoffmann65@example.com,2025-12-29,Zurich,CH,direct,False
CUST00066,Sara,Fischer,sara.fischer66@example.com,2025-08-31,Basel,CH,direct,True
CUST00067,Laura,Weber,laura.weber67@example.com,2025-12-07,Zurich,CH,paid_search,False
CUST00068,Anna,Klein,anna.klein68@example.com,2025-04-21,Bremen,DE,organic,False
CUST00069,Mina,Weber,mina.weber69@example.com,2026-04-17,Stuttgart,DE,organic,False
CUST00070,Mina,Schmidt,mina.schmidt70@example.com,2026-02-13,Stuttgart,DE,direct,False
CUST00071,Elena,Becker,elena.becker71@example.com,2026-02-14,Vienna,AT,direct,True
CUST00072,Omid,Wagner,omid.wagner72@example.com,2025-09-25,Munich,DE,organic,False
CUST00073,Jonas,Hoffmann,jonas.hoffmann73@example.com,2025-12-20,Graz,AT,email,False
CUST00074,Omid,Weber,omid.weber74@example.com,2026-01-30,Amsterdam,NL,paid_search,False
CUST00075,Elena,Weber,elena.weber75@example.com,2025-01-02,Hannover,DE,paid_search,True
CUST00076,Jonas,Schmidt,jonas.schmidt76@example.com,2025-12-05,Leipzig,DE,email,False
CUST00077,Laura,Becker,laura.becker77@example.com,2025-11-13,Vienna,AT,paid_search,False
CUST00078,Laura,Hoffmann,laura.hoffmann78@example.com,2025-05-11,Cologne,DE,email,False
CUST00079,Elena,Meyer,elena.meyer79@example.com,2025-11-05,Bremen,DE,paid_search,False
CUST00080,David,Klein,david.klein80@example.com,2025-11-26,Düsseldorf,DE,email,False
CUST00081,Max,Wagner,max.wagner81@example.com,2025-06-23,Vienna,AT,paid_social,False
CUST00082,Vahid,Wagner,vahid.wagner82@example.com,2025-12-10,Berlin,DE,organic,False
CUST00083,Vahid,Klein,vahid.klein83@example.com,2025-01-26,Hamburg,DE,email,False
CUST00084,Nina,Neumann,nina.neumann84@example.com,2026-04-12,Bremen,DE,organic,False
CUST00085,Vahid,Fischer,vahid.fischer85@example.com,2026-05-22,Bremen,DE,email,True
CUST00086,Laura,Weber,laura.weber86@example.com,2025-04-20,Zurich,CH,organic,False
CUST00087,Elena,Weber,elena.weber87@example.com,2026-04-21,Hamburg,DE,direct,True
CUST00088,David,Wolf,david.wolf88@example.com,2025-05-17,Zurich,CH,direct,False
CUST00089,Tim,Wolf,tim.wolf89@example.com,2026-03-30,Leipzig,DE,paid_search,False
CUST00090,Sara,Klein,sara.klein90@example.com,2026-04-02,Amsterdam,NL,paid_social,False
CUST00091,Elena,Klein,elena.klein91@example.com,2025-10-11,Zurich,CH,email,False
CUST00092,Mina,Weber,mina.weber92@example.com,2025-03-21,Graz,AT,paid_search,False
CUST00093,Sara,Weber,sara.weber93@example.com,2025-03-24,Munich,DE,paid_search,False
CUST00094,Laura,Hoffmann,laura.hoffmann94@example.com,2025-08-08,Berlin,DE,paid_search,False
CUST00095,Laura,Hoffmann,laura.hoffmann95@example.com,2025-03-05,Cologne,DE,direct,False
CUST00096,Omid,Hoffmann,omid.hoffmann96@example.com,2025-01-21,Basel,CH,paid_social,False
CUST00097,Laura,Hoffmann,laura.hoffmann97@example.com,2025-11-02,Zurich,CH,paid_social,False
CUST00098,Vahid,Wagner,vahid.wagner98@example.com,2025-08-14,Düsseldorf,DE,paid_search,True
CUST00099,Nina,Hoffmann,nina.hoffmann99@example.com,2025-12-11,Vienna,AT,email,False
CUST00100,Elena,Meyer,elena.meyer100@example.com,2025-05-11,Leipzig,DE,direct,False
CUST00101,Nina,Hoffmann,nina.hoffmann101@example.com,2025-01-28,Berlin,DE,organic,False
CUST00102,Laura,Becker,laura.becker102@example.com,2025-02-21,Frankfurt,DE,organic,False
CUST00103,Laura,Wagner,laura.wagner103@example.com,2026-01-24,Frankfurt,DE,affiliate,False
CUST00104,Vahid,Schmidt,vahid.schmidt104@example.com,2025-02-23,Stuttgart,DE,email,False
CUST00105,Vahid,Meyer,vahid.meyer105@example.com,2025-02-01,Cologne,DE,email,False
CUST00106,Max,Neumann,max.neumann106@example.com,2026-04-30,Vienna,AT,direct,False
CUST00107,Jonas,Fischer,jonas.fischer107@example.com,2025-09-20,Zurich,CH,email,False
CUST00108,Sara,Wagner,sara.wagner108@example.com,2025-04-28,Zurich,CH,organic,True
CUST00109,Nina,Hoffmann,nina.hoffmann109@example.com,2025-11-16,Leipzig,DE,paid_search,False
CUST00110,Tim,Weber,tim.weber110@example.com,2025-03-19,Leipzig,DE,organic,False
CUST00111,Omid,Meyer,omid.meyer111@example.com,2025-05-04,Zurich,CH,paid_search,False
CUST00112,Elena,Becker,elena.becker112@example.com,2026-01-15,Berlin,DE,organic,False
CUST00113,Laura,Becker,laura.becker113@example.com,2026-05-17,Berlin,DE,email,False
CUST00114,Sara,Wolf,sara.wolf114@example.com,2025-06-06,Bremen,DE,direct,False
CUST00115,Laura,Neumann,laura.neumann115@example.com,2026-05-11,Düsseldorf,DE,paid_search,False
CUST00116,David,Weber,david.weber116@example.com,2025-03-30,Frankfurt,DE,email,False
CUST00117,Anna,Klein,anna.klein117@example.com,2026-01-24,Stuttgart,DE,affiliate,False
CUST00118,Mina,Becker,mina.becker118@example.com,2025-08-06,Stuttgart,DE,paid_search,False
CUST00119,Anna,Wolf,anna.wolf119@example.com,2025-10-10,Hannover,DE,direct,True
CUST00120,Elena,Weber,elena.weber120@example.com,2026-02-21,Düsseldorf,DE,email,False
CUST00121,Anna,Schmidt,anna.schmidt121@example.com,2026-05-18,Düsseldorf,DE,paid_search,False
CUST00122,Nina,Neumann,nina.neumann122@example.com,2025-09-07,Frankfurt,DE,paid_search,False
CUST00123,Tim,Wolf,tim.wolf123@example.com,2025-12-19,Bremen,DE,paid_search,False
CUST00124,Mina,Weber,mina.weber124@example.com,2025-10-05,Frankfurt,DE,organic,False
CUST00125,Elena,Fischer,elena.fischer125@example.com,2025-05-03,Graz,AT,organic,False
CUST00126,Omid,Wolf,omid.wolf126@example.com,2025-10-11,Graz,AT,paid_social,False
CUST00127,Vahid,Becker,vahid.becker127@example.com,2025-07-18,Frankfurt,DE,organic,True
CUST00128,Anna,Meyer,anna.meyer128@example.com,2025-05-10,Frankfurt,DE,paid_social,False
CUST00129,David,Schmidt,david.schmidt129@example.com,2025-05-10,Vienna,AT,affiliate,False
CUST00130,David,Becker,david.becker130@example.com,2026-04-26,Düsseldorf,DE,organic,True
CUST00131,Max,Hoffmann,max.hoffmann131@example.com,2026-05-05,Berlin,DE,paid_social,False
CUST00132,Sara,Neumann,sara.neumann132@example.com,2025-02-24,Munich,DE,direct,True
CUST00133,Elena,Hoffmann,elena.hoffmann133@example.com,2025-09-12,Berlin,DE,email,False
CUST00134,Elena,Hoffmann,elena.hoffmann134@example.com,2025-08-20,Zurich,CH,paid_social,False
CUST00135,Omid,Neumann,omid.neumann135@example.com,2026-03-16,Frankfurt,DE,organic,False
CUST00136,Vahid,Weber,vahid.weber136@example.com,2025-04-12,Zurich,CH,paid_search,True
CUST00137,Elena,Schmidt,elena.schmidt137@example.com,2025-09-03,Munich,DE,organic,False
CUST00138,Anna,Weber,anna.weber138@example.com,2026-04-27,Frankfurt,DE,paid_search,False
CUST00139,Nina,Weber,nina.weber139@example.com,2026-04-10,Berlin,DE,direct,False
CUST00140,Max,Wolf,max.wolf140@example.com,2025-07-22,Bremen,DE,organic,True
CUST00141,Sara,Schmidt,sara.schmidt141@example.com,2025-09-30,Basel,CH,organic,False
CUST00142,Max,Klein,max.klein142@example.com,2025-10-23,Düsseldorf,DE,email,False
CUST00143,Elena,Klein,elena.klein143@example.com,2025-10-06,Hannover,DE,paid_search,False
CUST00144,Jonas,Neumann,jonas.neumann144@example.com,2026-03-19,Graz,AT,paid_search,True
CUST00145,Nina,Wagner,nina.wagner145@example.com,2025-01-22,Zurich,CH,paid_social,False
CUST00146,Elena,Klein,elena.klein146@example.com,2025-06-29,Düsseldorf,DE,direct,False
CUST00147,David,Schmidt,david.schmidt147@example.com,2026-03-23,Vienna,AT,paid_social,False
CUST00148,Max,Fischer,max.fischer148@example.com,2025-11-25,Vienna,AT,paid_search,False
CUST00149,Laura,Wolf,laura.wolf149@example.com,2025-10-23,Vienna,AT,organic,True
CUST00150,Max,Hoffmann,max.hoffmann150@example.com,2025-09-16,Stuttgart,DE,affiliate,False
CUST00151,Elena,Klein,elena.klein151@example.com,2025-01-02,Vienna,AT,paid_search,False
CUST00152,David,Klein,david.klein152@example.com,2026-01-06,Leipzig,DE,email,False
CUST00153,Mina,Klein,mina.klein153@example.com,2025-05-15,Amsterdam,NL,direct,False
CUST00154,Omid,Weber,omid.weber154@example.com,2025-01-30,Vienna,AT,email,False
CUST00155,Laura,Schmidt,laura.schmidt155@example.com,2025-01-15,Hannover,DE,organic,False
CUST00156,Max,Fischer,max.fischer156@example.com,2025-04-27,Düsseldorf,DE,paid_social,False
CUST00157,David,Klein,david.klein157@example.com,2025-10-07,Bremen,DE,organic,False
CUST00158,Omid,Wolf,omid.wolf158@example.com,2026-01-28,Cologne,DE,email,True
CUST00159,Laura,Becker,laura.becker159@example.com,2025-03-13,Frankfurt,DE,direct,False
CUST00160,Tim,Wagner,tim.wagner160@example.com,2025-01-03,Frankfurt,DE,affiliate,False
CUST00161,Sara,Klein,sara.klein161@example.com,2026-05-17,Basel,CH,paid_social,False
CUST00162,Jonas,Weber,jonas.weber162@example.com,2026-01-22,Düsseldorf,DE,direct,False
CUST00163,Laura,Meyer,laura.meyer163@example.com,2026-01-28,Cologne,DE,paid_search,False
CUST00164,Nina,Fischer,nina.fischer164@example.com,2026-01-26,Bremen,DE,paid_social,True
CUST00165,Jonas,Schmidt,jonas.schmidt165@example.com,2026-05-30,Leipzig,DE,affiliate,False
CUST00166,Tim,Fischer,tim.fischer166@example.com,2026-04-13,Hamburg,DE,paid_search,False
CUST00167,David,Wagner,david.wagner167@example.com,2025-06-08,Berlin,DE,paid_search,False
CUST00168,Jonas,Wolf,jonas.wolf168@example.com,2025-03-24,Basel,CH,paid_search,False
CUST00169,Elena,Meyer,elena.meyer169@example.com,2026-05-15,Basel,CH,email,False
CUST00170,Tim,Schmidt,tim.schmidt170@example.com,2025-10-22,Cologne,DE,paid_search,True
CUST00171,Sara,Wagner,sara.wagner171@example.com,2025-04-13,Düsseldorf,DE,direct,True
CUST00172,Jonas,Becker,jonas.becker172@example.com,2025-02-27,Frankfurt,DE,paid_search,False
CUST00173,Nina,Fischer,nina.fischer173@example.com,2026-02-26,Leipzig,DE,organic,True
CUST00174,Nina,Weber,nina.weber174@example.com,2026-01-27,Leipzig,DE,paid_social,False
CUST00175,Nina,Wagner,nina.wagner175@example.com,2025-08-26,Düsseldorf,DE,paid_social,False
CUST00176,Mina,Wolf,mina.wolf176@example.com,2026-04-22,Amsterdam,NL,organic,False
CUST00177,Mina,Hoffmann,mina.hoffmann177@example.com,2025-12-20,Leipzig,DE,email,False
CUST00178,Laura,Klein,laura.klein178@example.com,2025-11-06,Cologne,DE,organic,False
CUST00179,Mina,Wagner,mina.wagner179@example.com,2026-01-03,Leipzig,DE,organic,False
CUST00180,Anna,Neumann,anna.neumann180@example.com,2026-02-10,Frankfurt,DE,affiliate,False
CUST00181,Omid,Klein,omid.klein181@example.com,2025-02-20,Amsterdam,NL,affiliate,False
CUST00182,Jonas,Weber,jonas.weber182@example.com,2025-08-24,Leipzig,DE,email,False
CUST00183,Max,Meyer,max.meyer183@example.com,2025-05-21,Vienna,AT,paid_search,False
CUST00184,Sara,Schmidt,sara.schmidt184@example.com,2026-01-09,Graz,AT,direct,False
CUST00185,Vahid,Fischer,vahid.fischer185@example.com,2026-03-02,Munich,DE,email,False
CUST00186,Elena,Wagner,elena.wagner186@example.com,2026-01-10,Hannover,DE,affiliate,False
CUST00187,Mina,Becker,mina.becker187@example.com,2026-05-09,Zurich,CH,affiliate,False
CUST00188,Vahid,Hoffmann,vahid.hoffmann188@example.com,2025-03-19,Munich,DE,direct,False
CUST00189,Laura,Meyer,laura.meyer189@example.com,2026-01-10,Berlin,DE,paid_search,True
CUST00190,Tim,Wagner,tim.wagner190@example.com,2026-01-13,Vienna,AT,paid_social,False
CUST00191,Nina,Weber,nina.weber191@example.com,2026-01-16,Berlin,DE,paid_social,False
CUST00192,Omid,Weber,omid.weber192@example.com,2025-12-02,Amsterdam,NL,email,False
CUST00193,Tim,Wagner,tim.wagner193@example.com,2026-04-21,Amsterdam,NL,email,True
CUST00194,Mina,Klein,mina.klein194@example.com,2025-02-16,Hamburg,DE,organic,False
CUST00195,David,Becker,david.becker195@example.com,2025-05-19,Bremen,DE,email,False
CUST00196,Tim,Fischer,tim.fischer196@example.com,2026-03-06,Leipzig,DE,direct,False
CUST00197,Laura,Wagner,laura.wagner197@example.com,2026-05-17,Leipzig,DE,organic,False
CUST00198,Vahid,Becker,vahid.becker198@example.com,2026-03-31,Düsseldorf,DE,organic,False
CUST00199,Laura,Wagner,laura.wagner199@example.com,2026-01-03,Hamburg,DE,organic,True
CUST00200,Nina,Weber,nina.weber200@example.com,2026-04-11,Berlin,DE,email,False
CUST00201,Jonas,Weber,jonas.weber201@example.com,2025-01-22,Hamburg,DE,direct,False
CUST00202,Elena,Weber,elena.weber202@example.com,2025-07-30,Berlin,DE,paid_social,False
CUST00203,Sara,Neumann,sara.neumann203@example.com,2025-08-27,Stuttgart,DE,organic,False
CUST00204,Elena,Wagner,elena.wagner204@example.com,2025-05-29,Munich,DE,email,True
CUST00205,Anna,Becker,anna.becker205@example.com,2025-01-27,Munich,DE,email,False
CUST00206,Sara,Wagner,sara.wagner206@example.com,2025-11-28,Hamburg,DE,organic,False
CUST00207,Max,Klein,max.klein207@example.com,2025-04-27,Graz,AT,paid_search,False
CUST00208,Elena,Weber,elena.weber208@example.com,2025-04-22,Düsseldorf,DE,direct,True
CUST00209,Nina,Meyer,nina.meyer209@example.com,2025-11-05,Düsseldorf,DE,organic,False
CUST00210,Nina,Schmidt,nina.schmidt210@example.com,2026-02-16,Bremen,DE,paid_social,False
CUST00211,Max,Becker,max.becker211@example.com,2025-03-17,Amsterdam,NL,email,True
CUST00212,Nina,Neumann,nina.neumann212@example.com,2025-10-09,Leipzig,DE,paid_social,False
CUST00213,Elena,Neumann,elena.neumann213@example.com,2025-10-29,Düsseldorf,DE,paid_search,False
CUST00214,Nina,Wolf,nina.wolf214@example.com,2025-04-28,Basel,CH,email,False
CUST00215,Vahid,Hoffmann,vahid.hoffmann215@example.com,2026-04-08,Amsterdam,NL,paid_search,False
CUST00216,Max,Becker,max.becker216@example.com,2026-03-02,Graz,AT,paid_search,False
CUST00217,Nina,Klein,nina.klein217@example.com,2026-01-19,Munich,DE,organic,False
CUST00218,Max,Becker,max.becker218@example.com,2025-04-06,Bremen,DE,affiliate,False
CUST00219,Max,Hoffmann,max.hoffmann219@example.com,2025-12-04,Vienna,AT,paid_search,False
CUST00220,Tim,Meyer,tim.meyer220@example.com,2026-03-10,Basel,CH,direct,False
CUST00221,Omid,Wolf,omid.wolf221@example.com,2025-12-27,Berlin,DE,organic,False
CUST00222,Max,Becker,max.becker222@example.com,2025-08-18,Basel,CH,affiliate,False
CUST00223,Vahid,Hoffmann,vahid.hoffmann223@example.com,2025-10-13,Leipzig,DE,affiliate,False
CUST00224,Nina,Wagner,nina.wagner224@example.com,2025-01-27,Leipzig,DE,organic,False
CUST00225,Jonas,Becker,jonas.becker225@example.com,2025-11-13,Amsterdam,NL,organic,False
CUST00226,Sara,Meyer,sara.meyer226@example.com,2026-02-15,Berlin,DE,organic,False
CUST00227,David,Becker,david.becker227@example.com,2026-01-21,Bremen,DE,organic,False
CUST00228,Omid,Neumann,omid.neumann228@example.com,2025-11-29,Zurich,CH,organic,True
CUST00229,Omid,Meyer,omid.meyer229@example.com,2025-06-11,Zurich,CH,email,False
CUST00230,Omid,Klein,omid.klein230@example.com,2026-03-11,Düsseldorf,DE,paid_search,False
CUST00231,Laura,Schmidt,laura.schmidt231@example.com,2025-04-27,Stuttgart,DE,paid_search,False
CUST00232,Nina,Wagner,nina.wagner232@example.com,2026-05-14,Hannover,DE,organic,False
CUST00233,Vahid,Wagner,vahid.wagner233@example.com,2025-02-26,Hamburg,DE,direct,False
CUST00234,Jonas,Schmidt,jonas.schmidt234@example.com,2025-09-19,Frankfurt,DE,organic,False
CUST00235,Laura,Wolf,laura.wolf235@example.com,2025-06-29,Munich,DE,email,False
CUST00236,Laura,Meyer,laura.meyer236@example.com,2025-12-29,Berlin,DE,paid_search,False
CUST00237,Jonas,Neumann,jonas.neumann237@example.com,2025-03-21,Basel,CH,paid_search,False
CUST00238,Max,Hoffmann,max.hoffmann238@example.com,2026-03-04,Frankfurt,DE,organic,False
CUST00239,Tim,Becker,tim.becker239@example.com,2026-04-17,Basel,CH,organic,False
CUST00240,Omid,Hoffmann,omid.hoffmann240@example.com,2025-09-07,Bremen,DE,paid_social,False
CUST00241,Jonas,Weber,jonas.weber241@example.com,2025-11-14,Graz,AT,paid_search,False
CUST00242,Elena,Weber,elena.weber242@example.com,2025-04-27,Hannover,DE,direct,False
CUST00243,Max,Fischer,max.fischer243@example.com,2025-06-01,Cologne,DE,paid_search,False
CUST00244,Nina,Schmidt,nina.schmidt244@example.com,2025-06-06,Zurich,CH,organic,False
CUST00245,Omid,Neumann,omid.neumann245@example.com,2026-05-21,Düsseldorf,DE,paid_search,False
CUST00246,Nina,Becker,nina.becker246@example.com,2025-11-27,Basel,CH,organic,True
CUST00247,Mina,Wagner,mina.wagner247@example.com,2026-03-29,Vienna,AT,paid_social,False
CUST00248,David,Klein,david.klein248@example.com,2025-03-17,Frankfurt,DE,organic,False
CUST00249,Nina,Schmidt,nina.schmidt249@example.com,2025-10-21,Berlin,DE,email,False
CUST00250,Elena,Meyer,elena.meyer250@example.com,2026-04-19,Leipzig,DE,paid_search,False
CUST00251,Omid,Klein,omid.klein251@example.com,2025-07-12,Stuttgart,DE,paid_social,False
CUST00252,Jonas,Schmidt,jonas.schmidt252@example.com,2026-04-07,Berlin,DE,paid_social,False
CUST00253,David,Klein,david.klein253@example.com,2025-09-11,Graz,AT,paid_social,False
CUST00254,Mina,Hoffmann,mina.hoffmann254@example.com,2026-01-08,Stuttgart,DE,paid_search,False
CUST00255,Nina,Becker,nina.becker255@example.com,2025-02-23,Zurich,CH,organic,True
CUST00256,Mina,Neumann,mina.neumann256@example.com,2026-01-31,Frankfurt,DE,affiliate,False
CUST00257,Jonas,Wagner,jonas.wagner257@example.com,2025-05-25,Amsterdam,NL,direct,False
CUST00258,Omid,Schmidt,omid.schmidt258@example.com,2026-02-06,Munich,DE,paid_search,False
CUST00259,Sara,Wolf,sara.wolf259@example.com,2025-12-03,Basel,CH,organic,False
CUST00260,Jonas,Wagner,jonas.wagner260@example.com,2026-01-06,Hamburg,DE,organic,False
CUST00261,Vahid,Fischer,vahid.fischer261@example.com,2026-05-13,Cologne,DE,organic,False
CUST00262,Elena,Wolf,elena.wolf262@example.com,2025-04-14,Hannover,DE,organic,False
CUST00263,Laura,Fischer,laura.fischer263@example.com,2025-05-15,Leipzig,DE,organic,False
CUST00264,David,Meyer,david.meyer264@example.com,2025-06-19,Graz,AT,paid_search,False
CUST00265,Omid,Wagner,omid.wagner265@example.com,2025-09-01,Düsseldorf,DE,email,False
CUST00266,Vahid,Wagner,vahid.wagner266@example.com,2025-08-28,Hannover,DE,direct,False
CUST00267,Nina,Neumann,nina.neumann267@example.com,2025-07-18,Stuttgart,DE,direct,False
CUST00268,Laura,Wolf,laura.wolf268@example.com,2025-10-16,Zurich,CH,paid_social,False
CUST00269,Omid,Fischer,omid.fischer269@example.com,2025-07-24,Zurich,CH,affiliate,True
CUST00270,Jonas,Wolf,jonas.wolf270@example.com,2026-05-08,Basel,CH,direct,False
CUST00271,Max,Fischer,max.fischer271@example.com,2025-05-08,Frankfurt,DE,paid_search,False
CUST00272,Laura,Schmidt,laura.schmidt272@example.com,2025-05-31,Basel,CH,direct,False
CUST00273,Jonas,Meyer,jonas.meyer273@example.com,2026-04-07,Amsterdam,NL,paid_search,False
CUST00274,Laura,Schmidt,laura.schmidt274@example.com,2026-01-18,Cologne,DE,paid_search,True
CUST00275,Tim,Becker,tim.becker275@example.com,2025-04-12,Basel,CH,email,True
CUST00276,David,Fischer,david.fischer276@example.com,2025-10-21,Amsterdam,NL,email,False
CUST00277,Max,Meyer,max.meyer277@example.com,2025-01-06,Amsterdam,NL,paid_search,False
CUST00278,Mina,Weber,mina.weber278@example.com,2026-03-10,Berlin,DE,paid_search,True
CUST00279,Omid,Klein,omid.klein279@example.com,2026-03-06,Vienna,AT,organic,False
CUST00280,Elena,Meyer,elena.meyer280@example.com,2026-05-27,Leipzig,DE,email,False
CUST00281,Laura,Meyer,laura.meyer281@example.com,2025-05-28,Frankfurt,DE,email,False
CUST00282,Nina,Schmidt,nina.schmidt282@example.com,2026-03-03,Munich,DE,paid_social,False
CUST00283,David,Meyer,david.meyer283@example.com,2025-01-21,Bremen,DE,email,False
CUST00284,Anna,Becker,anna.becker284@example.com,2025-09-17,Graz,AT,email,False
CUST00285,Omid,Becker,omid.becker285@example.com,2025-04-17,Zurich,CH,organic,False
CUST00286,Nina,Fischer,nina.fischer286@example.com,2025-12-13,Basel,CH,affiliate,False
CUST00287,Sara,Fischer,sara.fischer287@example.com,2026-05-06,Vienna,AT,organic,False
CUST00288,Mina,Weber,mina.weber288@example.com,2026-04-14,Hamburg,DE,organic,False
CUST00289,Mina,Wolf,mina.wolf289@example.com,2025-02-12,Stuttgart,DE,paid_search,False
